# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
HD 125612 b,3,,,,,,502,14,14,1.37,,,0.46,0.01,0.01,0.025937,,,,,,,,,,,,,,,,,,,,2,2007,12/6/2010,41.5,1.7,1.7,54894.9,2.5,2.5,detected by radial velocity,,HD 125612,215.225,-17.4813889,8.31,,,,,52.82,0.24,1.1,1.05,G3V,2.1,5897
HD 125612 c,0.058,,,,,,4.1547,0.0005,0.0005,0.05,,,0.27,0.12,0.12,0.000947,,,,,,,,,,,,,,,,,,,,2,2009,12/6/2010,103,23,23,54420.17,0.23,0.23,detected by radial velocity,,HD 125612,215.225,-17.4813889,8.31,,,,,52.82,0.24,1.1,1.05,G3V,2.1,5897
HD 125612 d,7.2,,,,,,3008,202,202,4.2,,,0.28,0.12,0.12,0.079515,,,,,,,,,,,,,,,,,,,,2,2009,12/6/2010,-76,8,8,57174,17,17,detected by radial velocity,,HD 125612,215.225,-17.4813889,8.31,,,,,52.82,0.24,1.1,1.05,G3V,2.1,5897
HD 126525 b,0.224,0.0182,0.0182,,,,948.12,21.966,21.966,1.8105,0.0411,0.0411,0.13,0.07,0.07,0.04752,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 126525,216.8875,-51.9330556,7.85,,,,,38.1,,,,G4V,,
HD 12661 b,2.3,,,,,,263.6,1.2,1.2,0.83,,,0.377,0.008,0.008,0.022336,,,,,,,,,,,,,,,,,,,,1,2000,1/4/2011,296,1.5,1.5,2454152.76,0.87,0.87,detected by radial velocity,,HD 12661,31.1416667,25.4141667,7.44,,,,,37.16,0.29,1.07,1.12,G6 V,7.05,5742
HD 12661 c,1.57,,,,,,1708,14,14,2.56,,,0.031,0.022,0.022,0.068891,,,,,,,,,,,,,,,,,,,,1,2002,1/4/2011,165,,,4170,380,380,detected by radial velocity,,HD 12661,31.1416667,25.4141667,7.44,,,,,37.16,0.29,1.07,1.12,G6 V,7.05,5742
HD 126614 b,0.38,0.04,0.04,,,,1244,17,17,2.35,0.02,0.02,0.41,0.1,0.1,0.032459,,,,,,,,,,,,,,,,,,,,2,2010,3/19/2010,243,19,19,23808,52,52,detected by radial velocity,,HD 126614,216.7,-5.1777778,8.81,,,,,72.4,0.56,1.145,1.09,K0,7.2,5585
HD 128311 b,2.18,0.022,0.022,,,,448.6,6.8,6.8,1.099,0.04,0.04,0.25,0.1,0.1,0.066205,,,,,,,,,,,,,,,,,,,,1,2002,1/4/2011,110.9,36,36,2450210.9,76,76,detected by radial velocity,,HD 128311,219,9.7463889,7.51,,,,,16.6,0.08,0.84,0.73,K0V,0.39,4965
HD 128311 c,3.21,0.3,0.3,,,,919,,,1.76,0.13,0.13,0.17,0.09,0.09,0.106024,50,10,10,,,,,,,,,,,,,,,,,1,2005,5/11/2011,195.5,150,150,2450012.2,401,401,detected by radial velocity,,HD 128311,219,9.7463889,7.51,,,,,16.6,0.08,0.84,0.73,K0V,0.39,4965
HD 129445 b,1.6,0.6,0.6,,,,1840,55,55,2.9,0.2,0.2,0.7,0.1,0.1,0.042893,,,,,,,,,,,,,,,,,,,,1,2010,1/26/2010,163,15,15,24553093,50,50,detected by radial velocity,,HD 129445,221.5125,-68.7625,8.8,,,,,67.61,0.25,0.99,,G8V,,
HD 130322 b,1.02,,,,,,10.72,0.07,0.07,0.088,,,0.044,0.018,0.018,0.002933,76,42,42,,,,,,,,,,,,,,,,,1,1999,12/8/2010,203.63,23.14,23.14,51287.38,0.68,0.68,detected by radial velocity,,HD 130322,221.8875,0.2813889,8.05,,,,,30,-0.02,0.79,0.83,K0 V,0.35,5330
HD 131496 b,2.2,0.2,0.2,,,,883,29,29,2.09,0.07,0.07,0.163,0.073,0.073,0.019,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,22,40,40,2456040,100,100,detected by radial velocity,,HD 131496,223.3458333,18.2352778,7.96,,,,,110,0.25,1.61,4.6,K0,2.7,4927
HD 13189 b,14,6,6,,,,471.6,6,6,1.85,0.35,0.35,0.27,0.06,0.06,0.01,,,,,,,,,,,,,,,,,,,,1,2005,8/10/2012,160.7,12,12,2455327.9,20.2,20.2,detected by radial velocity,,HD 13189,32.4166667,32.3163889,7.57,,,,,185,,4.5,50.39,K2 II,,
HD 132406 b,5.61,,,,,,974,39,39,1.98,,,0.34,0.09,0.09,0.027887,,,,,,,,,,,,,,,,,,,,1,2007,10/31/2007,214,19,19,53474,44,44,detected by radial velocity,,HD 132406,224.2291667,53.3822222,8.45,,,,,71,0.18,1.09,,G0V,6.4,5885
HD 132563B b,1.49,0.09,0.09,,,,1544,34,34,2.62,0.04,0.04,0.22,0.09,0.09,0.027292,,,,,,,,,,,,,,,,,,,,1,2011,7/6/2011,158,35,35,2452593,148,148,detected by radial velocity,,HD 132563B,224.5875,44.0433333,9.47,,,,,96,-0.19,1.01,,,5,5985
HD 134060 b,0.0351,0.0021,0.0021,,,,3.27,0.0002,0.0002,0.0444,0.0007,0.0007,0.4,0.04,0.04,0.001835,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,,,,G0V,,
HD 134060 c,0.1507,0.071,0.071,,,,1160.9,27.046,27.046,2.2263,0.0507,0.0507,0.75,0.19,0.19,0.091996,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,,,,G0V,,
HD 134606 b,0.0292,0.003,0.003,,,,12.083,0.0096,0.0096,0.1023,0.0017,0.0017,0.15,0.1,0.1,0.00386,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,,,,G6IV,,
HD 134606 c,0.0382,0.0048,0.0048,,,,59.519,0.1746,0.1746,0.2962,0.0049,0.0049,0.29,0.2,0.2,0.011177,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,,,,G6IV,,
HD 134606 d,0.121,0.013,0.013,,,,459.26,8.3238,8.3238,1.1567,0.0241,0.0241,0.46,0.09,0.09,0.043649,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,,,,G6IV,,
HD 134987 b,1.59,0.02,0.02,,,,258.19,0.07,0.07,0.81,0.02,0.02,0.233,0.002,0.002,0.036486,,,,,,,,,,,,,,,,,,,,1,1999,12/15/2009,252.7,0.5,0.5,10071,0.8,0.8,detected by radial velocity,,HD 134987,228.3666667,-25.3091667,6.45,,,,,22.2,0.25,1.07,1.25,G5 V,9.7,5740
HD 134987 c,0.82,0.03,0.03,,,,5000,400,400,5.8,0.5,0.5,0.12,0.02,0.02,0.261261,,,,,,,,,,,,,,,,,,,,1,2009,12/15/2009,195,48,48,11100,600,600,detected by radial velocity,,HD 134987,228.3666667,-25.3091667,6.45,,,,,22.2,0.25,1.07,1.25,G5 V,9.7,5740
HD 136352 b,0.0166,0.0025,0.0025,,,,11.577,0.0056,0.0056,0.0933,0.0015,0.0015,0.18,0.14,0.14,0.006304,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,,,,G4V,,
HD 136352 c,0.0358,0.0031,0.0031,,,,27.582,0.0225,0.0225,0.1665,0.0028,0.0028,0.16,0.07,0.07,0.01125,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,,,,G4V,,
HD 136352 d,0.03,0.011,0.011,,,,106.72,1.0284,1.0284,0.411,0.0073,0.0073,0.43,0.24,0.24,0.02777,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,,,,G4V,,
HD 136418 b,2,0.1,0.1,,,,464.3,3.2,3.2,1.32,0.03,0.03,0.255,0.041,0.041,0.013442,,,,,,,,,,,,,,,,,,,,2,2010,3/19/2010,12,10,10,2455228,10,10,detected by radial velocity,,HD 136418,229.7791667,41.7333333,7.88,,,,,98.2,-0.07,1.33,3.4,G5,4,5071
HD 137388 b,0.223,0.029,0.029,,,,330,4,4,0.89,0.02,0.02,0.36,0.12,0.12,0.023421,,,,,,,,,,,,,,,,,,,,1,2011,8/2/2011,86,35,35,2455209,28,28,detected by radial velocity,,HD 137388,233.9166667,-80.2047222,8.71,,,,,38,0.18,0.86,0.82,K0/K1V,6.45,5240
HD 13808 b,0.0325,0.0029,0.0029,,,,14.182,0.005,0.005,0.1017,0.0016,0.0016,0.17,0.07,0.07,0.003556,,,,,,,,,,,,,,,,,,,,1,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,,,,K2V,,
HD 13808 c,0.036,0.0051,0.0051,,,,53.832,0.1127,0.1127,0.2476,0.0041,0.0041,0.43,,,0.008657,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,,,,K2V,,
HD 13908 b,0.865,0.035,0.035,,,,19.382,0.006,0.006,0.154,0.0025,0.0025,0.046,0.022,0.022,,,,,,,,,,,,,,,,,,,,,1,2013,11/25/2013,185,43,43,2455750.93,0.18,0.18,detected by radial velocity,,HD 13908,34.56250001,65.59444447,7.51,,,,,71.2,0.01,1.29,,F8V,2.9,6255
HD 13908 c,5.13,0.25,0.25,,,,931,17,17,2.03,0.04,0.04,0.12,0.02,0.02,,,,,,,,,,,,,,,,,,,,,1,2013,11/25/2013,185,11,11,2456165,9,9,detected by radial velocity,,HD 13908,34.56250001,65.59444447,7.51,,,,,71.2,0.01,1.29,,F8V,2.9,6255
HD 13931 b,1.88,0.15,0.15,,,,4218,388,388,5.15,0.29,0.29,0.02,0.05,0.05,0.116516,,,,,,,,,,,,,,,,,,,,2,2010,3/19/2010,290,78,78,24494,904,904,detected by radial velocity,,HD 13931,34.1958333,43.7730556,7.61,,,,,44.2,0.03,1.02,1.23,G0,8.4,5829
HD 139357 b,9.76,2.15,2.15,,,,1125.7,9,9,2.36,0.2,0.2,0.1,0.02,0.02,0.01944,,,,,,,,,,,,,,,,,,,,1,2009,3/23/2009,235.4,10.6,10.6,2452466.7,3.2,3.2,detected by radial velocity,,HD 139357,233.8166667,53.9222222,5.98,,,,,121.4,-0.13,1.35,11.47,K4III,3.07,4700
HD 141937 b,9.7,,,,,,653.22,1.21,1.21,1.52,,,0.41,0.01,0.01,0.045427,,,,,,,,,,,,,,,,,,,,1,2002,12/29/2010,187.72,0.8,0.8,51847.38,1.97,1.97,detected by radial velocity,,HD 141937,238.0708333,-18.4358333,7.25,,,,,33.46,0.11,1.1,1.06,G2/G3 V,2.55,5925
HD 142 b,1.25,0.15,0.15,,,,349.7,1.2,1.2,1.02,0.3,0.3,0.17,0.06,0.06,0.049515,,,,,,,,,,,,,,,,,,,,1,2001,5/15/2012,327,26,26,2452683,26,26,detected by radial velocity,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,0.04,1.1,0.86,G1 IV,5.93,6180
HD 142 c,5.3,0.7,0.7,,,,6005,477,477,6.8,0.5,0.5,0.21,0.07,0.07,0.330097,,,,,,,,,,,,,,,,,,,,1,2012,10/10/2013,250,20,20,2455954,223,223,detected by radial velocity,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,0.04,1.1,0.86,G1 IV,5.93,6180
HD 142022 A b,5.1,1.3,2.6,,,,1928,39,39,3.03,0.005,0.005,0.53,0.18,0.18,0.084472,10,6,6,,,,,,,,,,,,,,,,,1,2005,1/11/2011,170,10,10,50941,91,91,detected by radial velocity,,HD 142022 A,242.5625,-84.2313889,7.7,,,,,35.87,0.19,0.99,0.705,K0 V,13.3,5382
HD 142245 b,1.9,0.2,0.2,,,,1299,48,48,2.77,0.09,0.09,0.32,inf,nan,0.025297,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,234,60,60,2454760,240,240,detected by radial velocity,,HD 142245,238.2333333,15.4308333,7.63,,,,,109.5,0.23,1.69,5.2,K0,2.3,4878
HD 142415 b,1.62,,,,,,386.3,1.6,1.6,1.05,,,0.5,,,0.030702,,,,,,,,,,,,,,,,,,,,1,2003,12/29/2010,255,4,4,51519,4,4,detected by radial velocity,,HD 142415,239.4166667,-60.2,7.34,,,,,34.2,0.21,1.09,1.03,G1 V,1.49,5834
HD 143361 b,3.12,1.44,1.44,,,,1057,20,20,2,,,0.15,0.17,0.17,0.033698,,,,,,,,,,,,,,,,,,,,1,2008,5/20/2009,237,55,55,3746,147,147,detected by radial velocity,,HD 143361,240.4583333,-44.4344444,9.2,,,,,59.35,0.29,0.95,,G0V,,
HD 145377 b,5.76,0.1,0.1,,,,103.95,0.13,0.13,0.45,0.004,0.004,0.307,0.017,0.017,0.007799,,,,,,,,,,,,,,,,,,,,1,2008,10/28/2008,138.1,2.8,2.8,54635.4,0.6,0.6,detected by radial velocity,,HD 145377,242.9,-27.0780556,8.12,,,,,57.7,0.12,1.12,1.14,G3V,1.3,6046
HD 145457 b,2.9,,,,,,176.3,0.39,0.39,0.76,,,0.112,3.1,3.1,0.006032,,,,,,,,,,,,,,,,,,,,1,2010,5/18/2010,300,26,26,3518,13,13,detected by radial velocity,,HD 145457,242.5166667,26.7427778,6.57,,,,,126,-0.14,1.9,9.9,K0,,4757
HD 1461 b,0.0239,0.0038,0.0038,,,,5.7727,0.0025,0.0025,0.063438,1.80E-05,1.80E-05,0.14,0.19,0.19,0.002711,,,,,,,,,,,,,,,,,,,,1,2009,12/15/2009,58,69,69,2450366.936,,,detected by radial velocity,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.19,1.08,1.095,G0V,6.3,5765
HD 1461 c,0.0186,0.0024,0.0024,,,,13.505,0.0031,0.0031,0.1117,0.0018,0.0018,0,,,0.004774,,,,,,,,,,,,,,,,,,,,1,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.19,1.08,1.095,G0V,6.3,5765
HD 147018 b,2.12,0.07,0.07,,,,44.236,0.008,0.008,0.2388,0.0039,0.0039,0.4686,0.0081,0.0081,0.005559,,,,,,,,,,,,,,,,,,,,1,2009,5/20/2013,-24.03,1.23,1.23,4459.49,0.1,0.1,detected by radial velocity,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,0.1,0.927,,G9V,6.36,5441
HD 147018 c,6.56,0.32,0.32,,,,1008,18,18,1.922,0.039,0.039,0.133,0.011,0.011,0.044739,,,,,,,,,,,,,,,,,,,,1,2009,5/20/2013,-133.1,6.9,6.9,55301,22,22,detected by radial velocity,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,0.1,0.927,,G9V,6.36,5441
HD 147513 b,1.21,,,,,,528.4,6.3,6.3,1.32,,,0.26,0.05,0.05,0.102326,,,,,,,,,,,,,,,,,,,,1,2003,12/29/2010,282,9,9,51672,11,11,detected by radial velocity,,HD 147513,246.0041667,-39.1927778,5.37,,,,,12.9,-0.03,0.92,1,G3/G5V,0.65,5701
HD 148156 b,0.85,0.05,0.06,,,,1010,,,2.45,0.05,0.05,0.52,0.09,0.09,0.046183,,,,,,,,,,,,,,,,,,,,2,2009,9/9/2010,35,12,12,4707,20,20,detected by radial velocity,,HD 148156,247.0708333,-46.3175,7.69,,,,,53.05,0.29,1.22,1.21,F8V,,6308
HD 148427 b,0.96,0.1,0.1,,,,331.5,3,3,0.93,0.01,0.01,0.16,0.08,0.08,0.015683,,,,,,,,,,,,,,,,,,,,1,2009,8/13/2009,277,68,68,13991,15,15,detected by radial velocity,,HD 148427,247.1166667,-13.3997222,6.89,,,,,59.3,0.154,1.45,3.22,K0IV,2.5,5052
HD 149026 b,0.356,0.011,0.013,0.718,0.065,0.065,2.8758916,1.40E-06,1.40E-06,0.04288,0.00033,0.00033,0,,,0.000543,85.3,0.8,0.8,2454597.707,0.00016,0.00016,,,,,,,,,,,,,,1,2005,9/20/2012,,,,2453317.838,0.003,0.003,detected by transit,,HD 149026,247.6208333,38.3472222,8.15,,,,,78.9,0.36,1.3,1.497,G0 IV,2,6147
HD 149143 b,1.36,,,,,,4.088,0.006,0.006,0.052,,,0,,,0.000825,,,,,,,,,,,,,,,,,,,,3,2005,12/23/2010,0,,,53588,0.4,0.4,detected by radial velocity,,HD 149143,248.2125,2.0847222,7.9,,,,,63,0.26,1.1,,G0 IV,7.6,5730
HD 1502 b,3.1,0.2,0.2,,,,431.8,3.1,3.1,1.31,0.03,0.03,0.101,0.036,0.036,0.008239,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,219,20,20,2455227,20,20,detected by radial velocity,,HD 1502,4.8208333,14.0547222,8.52,,,,,159,0.09,1.61,4.5,K0D,2.4,5049
HD 150433 b,0.168,0.0197,0.0197,,,,1096.2,27.234,27.234,1.9303,0.0452,0.0452,0,,,0.065213,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 150433,250.2833333,-2.8572222,7.22,,,,,29.6,,,,G0,,
HD 150706 b,2.71,0.6,1.14,,,,5894,5.8,5.8,6.7,1.4,1.4,0.38,0.3,0.3,0.246324,,,,,,,,,,,,,,,,,,,,3,2002,5/25/2012,132,35,35,2458179,1586,1586,detected by radial velocity,,HD 150706,247.8208333,79.7897222,7.03,,,,,27.2,-0.13,0.94,0.87,G0,1.17,5741
HD 152079 b,3,2,2,,,,2097,930,930,3.2,2.1,2.1,0.6,0.24,0.24,0.037572,,,,,,,,,,,,,,,,,,,,1,2010,1/26/2010,325,37,37,24553193,260,260,detected by radial velocity,,HD 152079,253.375,-46.3308333,9.18,,,,,85.17,0.16,1.023,,G6V,,
HD 152581 b,1.5,0.1,0.1,,,,689,13,13,1.48,0.04,0.04,0.22,inf,nan,0.007957,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,321,90,90,2455320,190,190,detected by radial velocity,,HD 152581,253.4333333,11.9736111,8.54,,,,,186,-0.46,0.927,4.8,K0,12,5155
HD 153950 b,2.73,0.05,0.05,,,,499.4,3.6,3.6,1.28,0.01,0.01,0.34,0.021,0.021,0.025806,,,,,,,,,,,,,,,,,,,,1,2008,10/28/2008,308.2,2.4,2.4,54502,4.1,4.1,detected by radial velocity,,HD 153950,256.1291667,-43.3097222,7.39,,,,,49.6,-0.01,1.12,1.34,F8V,4.3,6076
HD 154088 b,0.0193,0.0081,0.0081,,,,18.596,0.0205,0.0205,0.1316,0.0021,0.0021,0.38,0.15,0.15,0.007393,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 154088,256.1166667,-28.5827778,6.58,,,,,17.8,,,,K0IV,,
HD 154345 b,1,0.3,0.3,,,,3538,300,300,4.3,0.4,0.4,0.26,0.15,0.15,0.238095,50,26,26,,,,,,,,,,,,,,,,,1,2006,5/25/2012,-14,60,60,2454701,1000,1000,detected by radial velocity,,HD 154345,255.65,47.0819444,6.74,,,,,18.06,-0.105,0.88,,G8V,4.92,5468
HD 154672 b,5.02,0.17,0.17,,,,163.91,0.01,0.01,0.6,0.17,0.17,0.61,0.02,0.02,0.009119,,,,,,,,,,,,,,,,,,,,1,2008,5/20/2009,265,2,2,3045.3,0.1,0.1,detected by radial velocity,,HD 154672,257.5208333,-56.4491667,8.22,,7.01,6.7,6.61,65.8,0.26,1.06,1.27,G3IV,9.28,5714
HD 154857 b,1.8,0.4,0.4,,,,409,1,1,1.2,0.2,0.2,0.47,0.02,0.02,0.017518,,,,,,,,,,,,,346,5,5,,,,,1,2004,2/9/2007,59,4,4,,,,detected by radial velocity,,HD 154857,257.8125,-56.6805556,7.25,,,,,68.5,-0.22,1.17,2.42,G5V,5.6,5445
HD 155358 b,0.85,0.05,0.05,,,,194.3,0.3,0.3,0.64,0.01,0.01,0.17,0.03,0.03,0.014884,,,,,,,,,,,,,,,,,,,,1,2007,2/4/2012,143,11,11,2451224.8,6,6,detected by radial velocity,,HD 155358,257.3958333,33.3558333,7.27,,,,,43,-0.51,0.92,,G0,10.7,5900
HD 155358 c,0.82,0.07,0.07,,,,391.9,1,1,1.02,0.02,0.02,0.16,0.1,0.1,0.023721,,,,,,,,,,,,,,,,,,,,1,2007,2/4/2012,180,26,26,2455345.4,28,28,detected by radial velocity,,HD 155358,257.3958333,33.3558333,7.27,,,,,43,-0.51,0.92,,G0,10.7,5900
HD 156279 b,9.71,0.66,0.66,,,,131.05,0.54,0.54,0.495,0.017,0.017,0.708,0.018,0.018,0.013525,,,,,,,,,,,,,,,,,,,,1,2011,11/4/2011,-95.8,1.7,1.7,2455525.59,0.18,0.18,detected by radial velocity,,HD 156279,258.0958333,63.3522222,8.08,,,,,36.6,0.14,0.93,,K0,4,5453
HD 156411 b,0.74,0.04,0.05,,,,842.2,14.5,14.5,1.88,0.04,0.04,0.22,0.08,0.08,0.03412,,,,,,,,,,,,,,,,,,,,2,2009,9/8/2010,43,14,14,4356,33,33,detected by radial velocity,,HD 156411,259.9625,-48.5494444,6.67,,,,,55.1,-0.12,1.25,2.16,F8IV/V,,5900
HD 156668 b,0.0131,0.0018,0.0018,,,,4.646,0.0011,0.0011,0.05,0.0007,0.0007,0,,,0.002041,,,,,,,,,,,,,,,,,,,,2,2010,5/24/2010,,,,24718.57,0.11,0.11,detected by radial velocity,,HD 156668,259.4166667,29.2272222,8.42,,,,,24.5,0.05,0.772,0.72,K3V,8.6,4850
HD 157172 b,0.12,,,,,,104.84,,,0.416,,,0.46,,,0.013041,,,,,,,,,,,,,,,,,,,,1,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 157172,260.6458333,-19.6161111,7.86,,,,,31.9,,,,G8.5V,,
HD 158038 b,1.8,0.2,0.2,,,,521,6.9,6.9,1.52,0.04,0.04,0.291,0.093,0.093,0.014672,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,334,10,10,2455491,20,20,detected by radial velocity,,HD 158038,261.4375,27.3033333,7.64,,,,,103.6,0.28,1.65,4.8,K2III,2.5,4897
HD 159243 b,1.13,0.05,0.05,,,,12.62,0.004,0.004,0.11,0.002,0.002,0.02,0.018,0.018,,,,,,,,,,,,,,,,,,,,,1,2013,11/25/2013,223,93,93,2456426.11,0.21,0.21,detected by radial velocity,,HD 159243,263.3416667,5.700833348,8.65,,,,,69.2,0.05,1.125,,G0V,1.25,6123
HD 159243 c,1.9,0.13,0.13,,,,248.4,4.9,4.9,0.8,0.02,0.02,0.075,0.05,0.05,,,,,,,,,,,,,,,,,,,,,1,2013,11/25/2013,69,97,97,2456484,11,11,detected by radial velocity,,HD 159243,263.3416667,5.700833348,8.65,,,,,69.2,0.05,1.125,,G0V,1.25,6123
HD 159868 b,2.1,0.11,0.11,,,,1178.4,8.8,8.8,2.25,0.03,0.03,0.01,0.03,0.03,0.042694,,,,,,,,,,,,,,,,,,,,1,2007,5/15/2012,350,171,171,2453435,56,56,detected by radial velocity,,HD 159868,264.75,-43.1455556,7.24,,,,,52.7,0,1.09,,G5V,8.1,5395
HD 159868 c,0.73,0.05,0.05,,,,352.3,1.3,1.3,1,0.01,0.01,0.15,0.05,0.05,0.018975,,,,,,,,,,,,,,,,,,,,1,2012,5/15/2012,290,25,25,24553239,21,21,detected by radial velocity,,HD 159868,264.75,-43.1455556,7.24,,,,,52.7,0,1.09,,G5V,8.1,5395
HD 16141 b,0.215,0.03,0.03,,,,75.82,0.4,0.4,0.35,,,0.28,0.15,0.15,0.009749,,,,,,,,,,,,,,,,,,,,1,2000,12/29/2010,41,22,22,2451547.2,4.1,4.1,detected by radial velocity,,HD 16141,38.8291667,-3.5605556,6.78,,,,,35.9,0.02,1.01,1,G5 IV,7.76,5533
HD 16175 b,4.4,,,,,,990,20,20,2.1,,,0.59,0.11,0.11,0.035117,,,,,,,,,,,,,,,,,,,,1,2007,4/21/2009,222,9,9,2452820,30,30,detected by radial velocity,,HD 16175,39.2583333,42.0625,7.28,,6.17,5.92,5.85,59.8,0.23,1.35,1.87,G0,5.3,6000
HD 162020 b,14.4,,,,,,8.428198,5.60E-05,5.60E-05,0.074,,,0.277,0.002,0.002,0.002367,,,,,,,,,,,,,,,,,,,,1,2002,12/29/2010,-27.328,0.002,0.002,51990.677,0.005,0.005,detected by radial velocity,,HD 162020,267.6583333,-40.3183333,9.18,,,,,31.26,0.01,0.75,0.71,K2 V,0.76,4830
HD 163607 b,0.77,0.04,0.04,,,,75.229,0.02,0.02,0.36,0.01,0.01,0.73,0.02,0.02,0.005217,,,,,,,,,,,,,,,,,,,,2,2011,5/20/2013,78.7,2,2,2454185,0.24,0.24,detected by radial velocity,,HD 163607,268.4166667,56.3919444,8.15,,,,,69,0.21,1.09,1.63,G5IV,8.6,5543
HD 163607 c,2.29,0.16,0.16,,,,1314,8,8,2.42,0.01,0.01,0.12,0.06,0.06,0.035072,,,,,,,,,,,,,,,,,,,,2,2011,5/20/2013,265,93,93,2455085,880,880,detected by radial velocity,,HD 163607,268.4166667,56.3919444,8.15,,,,,69,0.21,1.09,1.63,G5IV,8.6,5543
HD 16417 b,0.069,0.007,0.007,,,,17.24,0.01,0.01,0.14,0.01,0.01,0.2,0.09,0.09,0.00549,,,,,,,,,,,,,,,,,,,,1,2009,2/25/2009,77,26,26,99.74,3.3,3.3,detected by radial velocity,,HD 16417,39.2458333,-34.5780556,5.78,,,,,25.5,0.19,1.18,,G1V,4.3,5936
HD 164509 b,0.48,0.09,0.09,,,,282.4,3.8,3.8,0.875,0.008,0.008,0.26,0.14,0.14,0.016827,,,,,,,,,,,,,,,,,,,,2,2011,9/15/2011,324,110,110,2455703,30,30,detected by radial velocity,,HD 164509,270.3791667,0.1044444,8.24,,,,,52,0.21,1.13,1.06,G5V,1.1,5922
HD 164604 b,2.7,1.3,1.3,,,,606.4,9,9,1.13,0.05,0.05,0.24,0.14,0.14,0.029737,,,,,,,,,,,,,,,,,,,,1,2010,1/26/2010,51,23,23,24552674,80,80,detected by radial velocity,,HD 164604,270.7791667,-28.5605556,9.7,,,,,38,-0.18,0.8,,K2V,,
HD 164922 b,0.36,0.046,0.046,,,,1155,23,23,2.11,0.13,0.13,0.05,0.14,0.14,0.096215,,,,,,,,,,,,,,,,,,,,1,2006,7/15/2006,195,,,11100,280,280,detected by radial velocity,,HD 164922,270.625,26.3127778,7.01,,,,,21.93,0.17,0.94,0.9,K0V,13.4,5385
HD 166724 b,3.53,0.11,0.11,,,,8100,,,5.42,0.43,0.43,0.734,0.02,0.02,,,,,,,,,,,,,,,,,,,,,2,2011,11/30/2012,202.3,3.6,3.6,2453212,556,556,detected by radial velocity,,HD 166724,273.5,-42.5752778,9.31,,,,,42.3,,,,K0IV,,
